generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,344,0.0003584000527443174,0.0005915722191162657,0.00045876087827049524,4.150946716506843e-05
1,337,0.0003584000527443174,0.0005915722191162657,0.0004645221293453995,4.489177047591517e-05
2,334,0.00037281836918097796,0.0005757679708492936,0.0004644237757442612,4.1842860336223294e-05
3,331,0.00038785552345328337,0.0005757679708492936,0.000469594011029217,4.4301942005745436e-05
4,346,0.00038785552345328337,0.0005757679708492936,0.000470609959297409,4.427825328403334e-05
5,349,0.0003716538631219982,0.0005757679708492936,0.0004735827881065275,4.5787900721678755e-05
6,327,0.00038785552345328337,0.0005757679708492936,0.00048138870291318753,4.507297148485881e-05
7,342,0.0004036921536898377,0.0005757679708492936,0.0004813820463342608,4.564491567060654e-05
8,331,0.0004036921536898377,0.0005757679708492936,0.0004827166128378823,4.4384750464659736e-05
9,344,0.0004036921536898377,0.0005757679708492936,0.00048410584684830185,4.508045052568491e-05
10,341,0.0003897109961493873,0.0005757679708492936,0.00048394716250284243,4.757595021089183e-05
11,370,0.0003897109961493873,0.0005757679708492936,0.000493961452355038,4.7637791425457245e-05
12,338,0.0004036921536898377,0.0005757679708492936,0.0004935727019997541,4.86367751656399e-05
13,323,0.0004036921536898377,0.0005757679708492936,0.0004944284275136537,4.8252764350043374e-05
14,344,0.0004043011884151776,0.0005757679708492936,0.000502962871339189,4.789029731339982e-05
15,338,0.00038522146689140525,0.0005757679708492936,0.0005044948693365619,4.841528188143638e-05
16,338,0.0004089963723916054,0.0005757679708492936,0.0005111208585346057,4.7706884875930796e-05
17,333,0.0004089963723916054,0.0005757679708492936,0.0005165254860181546,4.666899318525377e-05
18,351,0.0004089963723916054,0.0006212997609875805,0.0005197592233537145,4.641165552328917e-05
19,330,0.0003986873546703437,0.0006212997609875805,0.000522798022417634,4.676860103131417e-05
20,329,0.0003986873546703437,0.0006212997609875805,0.000525216297501483,4.563728381496029e-05
21,331,0.00041126584726254795,0.0006113512501476381,0.0005263799953980663,4.51992168093973e-05
22,360,0.00041126584726254795,0.000589221654651882,0.0005270192969349944,4.462040554486378e-05
23,335,0.00041126584726254795,0.0006041279672145449,0.0005306577455094335,4.294170026373095e-05
24,366,0.00041126584726254795,0.000596192258475123,0.0005334986752861984,4.11317826872292e-05
25,342,0.00041126584726254795,0.000589221654651882,0.0005344271317873768,4.256658256628258e-05
26,342,0.0003793012371414152,0.000589221654651882,0.0005411490418921777,3.626351542881714e-05
27,332,0.00041669481413523645,0.000589428774418891,0.0005399460063539762,3.570345808443208e-05
28,338,0.00041669481413523645,0.000589428774418891,0.0005421565284564343,3.2256679270797404e-05
29,346,0.00041669481413523645,0.000589428774418891,0.0005436113716992478,3.098938931361227e-05
30,344,0.0004007985569463148,0.000589428774418891,0.0005436877362714206,3.125200741287068e-05
31,343,0.00038319645879155036,0.000589428774418891,0.000544953374585604,3.1074124192305936e-05
32,335,0.00038319645879155036,0.0006041279672145449,0.0005457864865568743,3.2340400643585316e-05
33,360,0.00038319645879155036,0.0006041279672145449,0.0005482942155137016,3.095754260236567e-05
34,347,0.00039877643514550615,0.0006541008990355153,0.0005483085571496074,3.204544339820061e-05
