generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,344,8.892577163625074e-05,0.0001263165670552433,0.00010419710430780037,6.824258459750114e-06
1,337,8.892577163625074e-05,0.0001263165670552433,0.00010492626675127555,7.444631624547116e-06
2,334,9.0507248296209e-05,0.00012661114784841932,0.00010476657243654812,7.077796436340689e-06
3,331,9.0507248296209e-05,0.00012661114784841932,0.00010547951765267601,7.566702895195817e-06
4,346,8.893478299600599e-05,0.00012661114784841932,0.00010549972447692536,7.60145345793781e-06
5,349,9.0507248296209e-05,0.00012661114784841932,0.00010593473922841384,7.878547210839917e-06
6,327,9.0507248296209e-05,0.00012661114784841932,0.0001070575541151064,7.860955046160748e-06
7,342,9.377340893881346e-05,0.00012661114784841932,0.00010701797642553607,7.978867930969644e-06
8,331,9.377340893881346e-05,0.00012661114784841932,0.00010712325565958515,7.856111571440835e-06
9,344,9.326993073723134e-05,0.00012661114784841932,0.0001073064937258863,8.168837629949438e-06
10,341,9.326993073723134e-05,0.00012869252478127778,0.00010747605595777456,8.645687445967214e-06
11,370,9.326993073723134e-05,0.00012869252478127778,0.00010910441009808608,8.858361024944099e-06
12,338,9.377340893881346e-05,0.00012869252478127778,0.0001089993618570237,9.031547942172027e-06
13,323,9.377340893881346e-05,0.00012869252478127778,0.00010900324744470561,8.981959358134216e-06
14,344,9.377340893881346e-05,0.0001307976860718884,0.00011045292043523605,9.09046944358474e-06
15,338,9.552804596263022e-05,0.00012869252478127778,0.0001107000862303364,9.133166151678137e-06
16,338,9.552804596263022e-05,0.00012869252478127778,0.00011178712720252464,9.204256856955105e-06
17,333,9.552804596263022e-05,0.00012869252478127778,0.00011280119271974131,9.100295927835014e-06
18,351,9.552804596263022e-05,0.00012869252478127778,0.00011353747852834211,9.048136037145565e-06
19,330,9.552804596263022e-05,0.00012869252478127778,0.00011425789633837748,9.057120251336842e-06
20,329,9.552804596263022e-05,0.00012869252478127778,0.00011463841863555428,8.945114109970892e-06
21,331,9.614013125500433e-05,0.00012869252478127778,0.00011498206437260129,8.84505868344491e-06
22,360,9.614013125500433e-05,0.00012874289420762336,0.00011526302812175218,8.71598806878016e-06
23,335,9.614013125500433e-05,0.00012874289420762336,0.00011598633621865343,8.548677676624955e-06
24,366,9.614013125500433e-05,0.0001332507375295315,0.00011675130708756727,8.081823642842578e-06
25,342,9.614013125500433e-05,0.00012869252478127778,0.00011694212543380225,8.272469147631952e-06
26,342,9.614013125500433e-05,0.00012869252478127778,0.00011817565990525936,7.257715875885528e-06
27,332,9.682722273021189e-05,0.00012869252478127778,0.00011792627889055848,7.256407485696056e-06
28,338,9.682722273021189e-05,0.00012869252478127778,0.00011835098438758183,6.65770420708518e-06
29,346,9.682722273021189e-05,0.00012869252478127778,0.00011881977154896707,6.427109941392939e-06
30,344,9.682722273021189e-05,0.00013185399117291734,0.00011905572386742846,6.124898295167252e-06
31,343,9.682722273021189e-05,0.00013185399117291734,0.00011928131092481149,6.031028041849826e-06
32,335,9.682722273021189e-05,0.00013185399117291734,0.00011941716907619961,6.070730263755476e-06
33,360,9.682722273021189e-05,0.00013185399117291734,0.00011987728702211254,5.950395486617308e-06
34,347,9.682722273021189e-05,0.00013185399117291734,0.0001199400226134766,5.969501810894133e-06
35,329,9.682722273021189e-05,0.00013185399117291734,0.0001201499282379457,5.7690702275137315e-06
36,334,9.607564039295323e-05,0.00013185399117291734,0.00012077844555404083,5.755836391338051e-06
37,329,9.607564039295323e-05,0.00013185399117291734,0.00012050264627077105,5.726662957526476e-06
38,345,9.607564039295323e-05,0.00013185399117291734,0.0001208167191267415,5.648967428123607e-06
39,336,9.607564039295323e-05,0.00013185399117291734,0.00012106105877768256,5.401607549303728e-06
40,328,9.78368334277704e-05,0.00013185399117291734,0.00012117064601691934,5.722759590701034e-06
41,330,9.78368334277704e-05,0.00013185399117291734,0.00012164407545885289,5.454044284467196e-06
42,344,9.78368334277704e-05,0.00013185399117291734,0.00012172463036241419,5.617364217032819e-06
43,347,9.78368334277704e-05,0.00013185399117291734,0.00012198063881367261,5.693083409687996e-06
44,342,9.78368334277704e-05,0.00013185399117291734,0.00012242050888385802,5.739681589743499e-06
45,343,9.78368334277704e-05,0.00013185399117291734,0.00012275298783197614,5.581903123042561e-06
46,360,9.78368334277704e-05,0.00013185399117291734,0.00012279074536304893,5.62595084549566e-06
47,331,9.78368334277704e-05,0.00013185399117291734,0.00012306832009025006,5.6421553703414776e-06
48,349,0.00010326348330123931,0.00013185399117291734,0.00012296551261108859,5.502479676244683e-06
49,350,9.81676352236629e-05,0.00013185399117291734,0.0001229913079490492,5.716184617416103e-06
50,344,9.81676352236629e-05,0.00013185399117291734,0.0001234078518312859,5.311534349319754e-06
51,325,9.81676352236629e-05,0.00013185399117291734,0.00012336772583549025,5.337520305983326e-06
52,333,9.81676352236629e-05,0.00013185399117291734,0.000123597918125055,4.892343779753388e-06
53,344,0.00010640368164442103,0.00013273559828427256,0.00012376327520472084,4.791645773323737e-06
54,338,0.00010582703750752328,0.00013185399117291734,0.00012430958012456182,4.249304867924634e-06
55,348,0.00010872154781041005,0.00013185399117291734,0.0001243886384143534,4.107656253939845e-06
56,341,0.00010872154781041005,0.00013185399117291734,0.0001242454974414062,4.40031082882304e-06
57,348,0.00010872154781041005,0.00013185399117291734,0.0001242188377512204,4.489668657696599e-06
58,329,0.00010752364397031205,0.00013185399117291734,0.0001240991537030182,4.600107501232488e-06
59,340,0.00011044634977423355,0.00013185399117291734,0.00012438860142699703,4.195193752457636e-06
60,340,0.00010465112207723725,0.00013185399117291734,0.00012417338740137497,4.55147058963027e-06
61,333,0.00010465112207723725,0.00013185399117291734,0.00012407996561355112,4.381008823047268e-06
62,344,0.00010740073341537484,0.00013185399117291734,0.000124093181751994,4.323487417092877e-06
63,348,0.00010740073341537484,0.00013185399117291734,0.0001241618714142703,4.129158066788092e-06
64,340,0.00010740073341537484,0.00013185399117291734,0.0001244191557867338,4.193179333470791e-06
65,328,0.00010608161639893854,0.00013185399117291734,0.00012448041743489866,4.186571732388957e-06
66,364,0.00010740073341537484,0.00013362280580464132,0.0001246823830145632,4.0924457775402295e-06
67,346,0.00010497154847504665,0.00013479517734794774,0.00012455031962085245,4.250813875808061e-06
68,337,0.0001068979936058352,0.00013479517734794774,0.00012482253579768656,4.053689207187858e-06
69,341,0.00010747254277739733,0.00013479517734794774,0.00012529684129790976,4.11394882627595e-06
70,335,0.00010747254277739733,0.00013479517734794774,0.00012548949657671253,4.202428699225241e-06
71,346,0.00010835164424411492,0.00013479517734794774,0.00012537318497428683,4.3677098788023e-06
72,333,0.00010523499229512364,0.00013479517734794774,0.00012498518071878554,4.5993751521241285e-06
73,347,0.0001074294924631183,0.00013479517734794774,0.00012532247078907274,4.4542196134246536e-06
74,345,0.00010682126665824135,0.00013479517734794774,0.00012496129027924483,4.471991872949022e-06
75,326,0.00010411316180855085,0.00013479517734794774,0.000124668083144668,4.697970397235173e-06
