generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,80,0.00028543737376080473,0.0004075759736454836,0.00034499661492566017,2.448771633046354e-05
1,80,0.00029588386932106754,0.0004041057202859863,0.00034336288284039616,2.268218961727473e-05
2,80,0.00029558553093697983,0.0003899115591386824,0.0003426512110673289,2.1243675764200118e-05
3,80,0.00029210678057921323,0.0004182846752894833,0.00034126614874480527,2.465890535132203e-05
4,80,0.00030059705398943455,0.00042331071704062537,0.00034702345633640856,2.5363571431756806e-05
5,80,0.000301506897043478,0.0004126532443193387,0.0003476409599034639,2.6771995224133822e-05
6,80,0.00029424349151533014,0.000443281315608231,0.0003493386985281596,2.63826042032684e-05
7,80,0.00030836788627099245,0.0004262238073337789,0.00034756483504344994,2.2270249286498577e-05
8,80,0.000303877715041988,0.0004296968373433502,0.00035116138353423335,2.5502805701321074e-05
9,80,0.0002995766758967916,0.0004164286979342998,0.00035100366013885614,2.636524246633944e-05
10,80,0.0002997545249939291,0.0004170602196453618,0.0003530017103230505,2.4856231956777777e-05
11,80,0.0003080365404210142,0.00043047288359555826,0.0003509668977095716,2.319081287759351e-05
12,80,0.00030739999790004366,0.0004288768142582285,0.00034698349332808545,2.511853209592627e-05
13,80,0.0003041888795657742,0.00040213654530774,0.0003481504349015155,2.0338934783022053e-05
14,80,0.00029984256871411067,0.00040213100934308123,0.0003498368158592973,2.2006780326149338e-05
15,80,0.00030984968857281824,0.0004099100879203437,0.00034838320892063233,2.0444798152340704e-05
16,80,0.0002995281637168507,0.0004099898277126456,0.00034776366603083894,1.9600353431964998e-05
17,80,0.00030624891705783853,0.0003902109841036464,0.0003481172145184489,2.0480776884306856e-05
18,80,0.000295568852424272,0.00039972216136510463,0.00034581369773223315,2.1491498778416303e-05
19,80,0.00031142143537861845,0.00040369034099578484,0.0003480311583802415,1.987158511423427e-05
20,80,0.0003115778513989828,0.0003959186203036645,0.00034784530724807155,2.0879232265540383e-05
21,80,0.00030509619665938483,0.00043368649645447564,0.00034718429999691165,2.5880175378989956e-05
22,80,0.0002998956776470124,0.0004042694524913977,0.00034772565322862674,2.646729213107968e-05
23,80,0.0003024593051044073,0.00043958696835534925,0.00035360716567961215,2.951508615636622e-05
