generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
66,64,0.0003691841518781706,0.000567983137784424,0.0004524005132720284,4.353751669977983e-05
67,66,0.0003645852539986792,0.000567983137784424,0.00044854122995270846,4.5972696006953575e-05
68,73,0.0003645852539986792,0.000567983137784424,0.00045055723802777444,4.323947850964542e-05
69,64,0.0003645852539986792,0.000567983137784424,0.00045077657439750374,4.841568227021522e-05
70,68,0.0003645852539986792,0.000567983137784424,0.00046165979973524326,4.665317897884561e-05
71,55,0.0003645852539986792,0.000567983137784424,0.00046379808600646017,4.7900616591779505e-05
72,63,0.0003520454957611145,0.000567983137784424,0.0004652721158645124,5.2690072198191705e-05
73,60,0.0003520454957611145,0.0005744952309642765,0.0004697066229284695,5.424634274540753e-05
74,60,0.00035960535643484804,0.0005744952309642765,0.0004664224470317949,4.7349314770173526e-05
75,60,0.0003858202394352036,0.0005807435480866843,0.0004734806158099191,4.820138164277691e-05
76,59,0.0003858202394352036,0.0005807435480866843,0.0004701056779089248,4.8439777133267516e-05
77,64,0.00034774479241621325,0.0005807435480866843,0.00047652984628371385,5.2729904674049164e-05
78,73,0.00032667748241298623,0.0005807435480866843,0.00046941485547338747,5.631557920212796e-05
79,64,0.00036600469557885364,0.000567983137784424,0.0004665564455268189,5.593526385463035e-05
80,67,0.00036444996561735927,0.000567983137784424,0.00046259777209345517,5.2891358676828295e-05
81,61,0.00036444996561735927,0.000567983137784424,0.00045714200656747926,5.0993298806441834e-05
82,63,0.00036444996561735927,0.000567983137784424,0.00045255144992957595,4.683791881603703e-05
83,58,0.00037822769719052696,0.000567983137784424,0.0004560796037191634,4.848595507354777e-05
84,59,0.00038099774021759447,0.000567983137784424,0.00045715878508777055,5.337312305181097e-05
85,60,0.0003593248436901169,0.0005734000957263092,0.0004597607645412677,5.42703562119893e-05
86,61,0.00036012959277020347,0.0005734000957263092,0.0004532555800148007,5.1867827250887004e-05
87,53,0.0003695845963480713,0.000567983137784424,0.00044904871518000237,4.8001087087878646e-05
88,58,0.00037159950549263773,0.000567983137784424,0.00044733033880986137,4.7449798506421696e-05
89,72,0.00037159950549263773,0.000567983137784424,0.00044795989148372435,4.908472683963446e-05
90,66,0.00037159950549263773,0.0005324377928724566,0.0004392018447677867,4.190239563804e-05
91,71,0.00037159950549263773,0.0005168960380935358,0.00043736318786075334,3.6688925466336e-05
92,66,0.00037159950549263773,0.0005479462781516883,0.00044393458661069204,4.1068883329042284e-05
93,62,0.00036305210803163403,0.0005242803923014132,0.0004462378752269471,4.355865932295164e-05
94,63,0.000362985385713985,0.0005242803923014132,0.0004528380039831848,4.1138075507239795e-05
95,66,0.00036305210803163403,0.0005347200323124005,0.0004519205112255369,4.152647455545756e-05
